Country	County	Month	Source	State	Unit	Value	Variable	Year
South Sudan			FAO		%	37.6	Value, Prevalence of anemia among women of reproductive age (15-49 years)	2000
South Sudan			FAO		%	37.2	Value, Prevalence of anemia among women of reproductive age (15-49 years)	2001
South Sudan			FAO		%	36.8	Value, Prevalence of anemia among women of reproductive age (15-49 years)	2002
South Sudan			FAO		%	36.4	Value, Prevalence of anemia among women of reproductive age (15-49 years)	2003
South Sudan			FAO		%	36.0	Value, Prevalence of anemia among women of reproductive age (15-49 years)	2004
South Sudan			FAO		%	35.5	Value, Prevalence of anemia among women of reproductive age (15-49 years)	2005
South Sudan			FAO		millions	23.35	Value US$, Agriculture, forestry, fishing (Central Government)	2006
South Sudan			FAO		%	24.6	Value, Percentage of children under 5 years affected by wasting (percent)	2006
South Sudan			FAO		%	10.9	Value, Percentage of children under 5 years of age who are overweight (percent)	2006
South Sudan			FAO		%	36.2	Value, Percentage of children under 5 years of age who are stunted (percent)	2006
South Sudan			FAO		%	34.9	Value, Prevalence of anemia among women of reproductive age (15-49 years)	2006
South Sudan			FAO		%	22.21	Annual growth US$, Agriculture, forestry, fishing (Central Government)	2007
South Sudan			FAO		millions	28.53	Value US$, Agriculture, forestry, fishing (Central Government)	2007
South Sudan			FAO		%	34.3	Value, Prevalence of anemia among women of reproductive age (15-49 years)	2007
South Sudan			FAO		index	1.36	Agriculture orientation index US$, 2005 prices, Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)	2008
South Sudan			FAO		index	0.87	Agriculture orientation index, Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)	2008
South Sudan			FAO		%	14.003252	Share of GDP in Local Currency, Gross Fixed Capital Formation	2008
South Sudan			FAO		%	3.842958	Share of GDP in Local Currency, Value Added (Agriculture, Forestry and Fishing)	2008
South Sudan			FAO		%	1.6817939999999998	Share of GDP in Local Currency, Value Added (Total Manufacturing)	2008
South Sudan			FAO		%	14.003252	Share of GDP in US$, Gross Fixed Capital Formation	2008
South Sudan			FAO		%	3.838226	Share of GDP in US$, Value Added (Agriculture)	2008
South Sudan			FAO		%	3.842958	Share of GDP in US$, Value Added (Agriculture, Forestry and Fishing)	2008
South Sudan			FAO		%	1.6817939999999998	Share of GDP in US$, Value Added (Total Manufacturing)	2008
South Sudan			FAO		%	15.176061	Share of GDP, Local Currency, 2010 prices, Gross Fixed Capital Formation	2008
South Sudan			FAO		%	3.842958	Share of GDP, Local Currency, 2010 prices, Value Added (Agriculture, Forestry and Fishing)	2008
South Sudan			FAO		%	1.6817939999999998	Share of GDP, Local Currency, 2010 prices, Value Added (Total Manufacturing)	2008
South Sudan			FAO		%	15.176061	Share of GDP, US$, 2010 prices, Gross Fixed Capital Formation	2008
South Sudan			FAO		%	3.842958	Share of GDP, US$, 2010 prices, Value Added (Agriculture, Forestry and Fishing)	2008
South Sudan			FAO		%	1.6817939999999998	Share of GDP, US$, 2010 prices, Value Added (Total Manufacturing)	2008
South Sudan			FAO		%	1.75	Share of Total, Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)	2008
South Sudan			FAO		%	3.84	Share of Total, Value Added (Agriculture, Forestry and Fishing)	2008
South Sudan			FAO		LCU	96.1564	Value Local Currency, 2010 base year, GDP Deflator	2008
South Sudan			FAO		LCU	88.7254	Value Local Currency, 2010 base year, Gross Fixed Capital Formation Deflator	2008
South Sudan			FAO		LCU	96.1564	Value Local Currency, 2010 base year, Value Added Deflator (Agriculture, forestry and fishery)	2008
South Sudan			FAO		LCU	96.1564	Value Local Currency, 2010 base year, Value Added Deflator (Manufacturing)	2008
South Sudan			FAO		millions	33257.265277	Value Local Currency, 2010 prices, Gross Domestic Product	2008
South Sudan			FAO		millions	5047.142733	Value Local Currency, 2010 prices, Gross Fixed Capital Formation	2008
South Sudan			FAO		millions	1278.062785	Value Local Currency, 2010 prices, Value Added (Agriculture, Forestry and Fishing)	2008
South Sudan			FAO		millions	559.318783	Value Local Currency, 2010 prices, Value Added (Total Manufacturing)	2008
South Sudan			FAO		millions	31979.0	Value Local Currency, Gross Domestic Product	2008
South Sudan			FAO		millions	4478.1	Value Local Currency, Gross Fixed Capital Formation	2008
South Sudan			FAO		millions	216.408244	Value Local Currency, Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)	2008
South Sudan			FAO		millions	41575.0	Value Local Currency, Gross National Income	2008
South Sudan			FAO		millions	1443.8586	Value Local Currency, Gross Output (Agriculture)	2008
South Sudan			FAO		millions	1443.8586	Value Local Currency, Gross Output (Agriculture, Forestry and Fishing)	2008
South Sudan			FAO		millions	1227.4264	Value Local Currency, Value Added (Agriculture)	2008
South Sudan			FAO		millions	1228.939585	Value Local Currency, Value Added (Agriculture, Forestry and Fishing)	2008
South Sudan			FAO		millions	537.820991	Value Local Currency, Value Added (Total Manufacturing)	2008
South Sudan			FAO		millions	9854.093327	Value US$, 2005 prices, Gross Domestic Product	2008
South Sudan			FAO		millions	1289.520912	Value US$, 2005 prices, Gross Fixed Capital Formation	2008
South Sudan			FAO		millions	62.31728100000001	Value US$, 2005 prices, Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)	2008
South Sudan			FAO		millions	410.843	Value US$, 2005 prices, Gross Output (Agriculture)	2008
South Sudan			FAO		millions	410.843	Value US$, 2005 prices, Gross Output (Agriculture, Forestry and Fishing)	2008
South Sudan			FAO		millions	349.2583	Value US$, 2005 prices, Value Added (Agriculture)	2008
South Sudan			FAO		millions	349.258256	Value US$, 2005 prices, Value Added (Agriculture, Forestry and Fishing)	2008
South Sudan			FAO		millions	181.83351	Value US$, 2005 prices, Value Added (Total Manufacturing)	2008
South Sudan			FAO		US$	106.0859	Value US$, 2010 base year, GDP Deflator	2008
South Sudan			FAO		US$	97.8876	Value US$, 2010 base year, Gross Fixed Capital Formation Deflator	2008
South Sudan			FAO		US$	106.0859	Value US$, 2010 base year, Value Added Deflator (Agriculture, forestry and fishery)	2008
South Sudan			FAO		US$	106.0859	Value US$, 2010 base year, Value Added Deflator (Manufacturing)	2008
South Sudan			FAO		millions	14422.052041	Value US$, 2010 prices, Gross Domestic Product	2008
South Sudan			FAO		US$	1556.929753	Value US$, 2010 prices, Gross Domestic Product per capita	2008
South Sudan			FAO		millions	2188.699358	Value US$, 2010 prices, Gross Fixed Capital Formation	2008
South Sudan			FAO		millions	554.233424	Value US$, 2010 prices, Value Added (Agriculture, Forestry and Fishing)	2008
South Sudan			FAO		millions	242.549245	Value US$, 2010 prices, Value Added (Total Manufacturing)	2008
South Sudan			FAO		millions	15299.764956	Value US$, Gross Domestic Product	2008
South Sudan			FAO		millions	2142.464663	Value US$, Gross Fixed Capital Formation	2008
South Sudan			FAO		millions	70.5027295	Value US$, Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)	2008
South Sudan			FAO		millions	19890.794836	Value US$, Gross National Income	2008
South Sudan			FAO		millions	690.7876	Value US$, Gross Output (Agriculture)	2008
South Sudan			FAO		millions	690.7876	Value US$, Gross Output (Agriculture, Forestry and Fishing)	2008
South Sudan			FAO		millions	587.2396	Value US$, Value Added (Agriculture)	2008
South Sudan			FAO		millions	587.963563	Value US$, Value Added (Agriculture, Forestry and Fishing)	2008
South Sudan			FAO		millions	257.310571	Value US$, Value Added (Total Manufacturing)	2008
South Sudan			FAO		%	33.6	Value, Prevalence of anemia among women of reproductive age (15-49 years)	2008
South Sudan			FAO		index	1.09	Agriculture orientation index US$, 2005 prices, Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)	2009
South Sudan			FAO		index	0.755	Agriculture orientation index, Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)	2009
South Sudan			FAO		%	-11.880296	Annual growth Local Currency, Gross Domestic Product	2009
South Sudan			FAO		%	-13.874188	Annual growth Local Currency, Gross Fixed Capital Formation	2009
South Sudan			FAO		%	16.327617	Annual growth Local Currency, Gross Output (Agriculture)	2009
South Sudan			FAO		%	16.327617	Annual growth Local Currency, Gross Output (Agriculture, Forestry and Fishing)	2009
South Sudan			FAO		%	16.324791	Annual growth Local Currency, Value Added (Agriculture)	2009
South Sudan			FAO		%	17.702853	Annual growth Local Currency, Value Added (Agriculture, Forestry and Fishing)	2009
South Sudan			FAO		%	34.281319	Annual growth Local Currency, Value Added (Total Manufacturing)	2009
South Sudan			FAO		%	-19.973121	Annual growth US$, Gross Domestic Product	2009
South Sudan			FAO		%	-23.345529	Annual growth US$, Gross Domestic Product per capita	2009
South Sudan			FAO		%	-21.783896	Annual growth US$, Gross Fixed Capital Formation	2009
South Sudan			FAO		%	-21.471105	Annual growth US$, Gross National Income	2009
South Sudan			FAO		%	5.64421	Annual growth US$, Gross Output (Agriculture)	2009
South Sudan			FAO		%	5.64421	Annual growth US$, Gross Output (Agriculture, Forestry and Fishing)	2009
South Sudan			FAO		%	5.64165	Annual growth US$, Value Added (Agriculture)	2009
South Sudan			FAO		%	6.893142	Annual growth US$, Value Added (Agriculture, Forestry and Fishing)	2009
South Sudan			FAO		%	21.949058	Annual growth US$, Value Added (Total Manufacturing)	2009
South Sudan			FAO		%	7.376571	Annual growth, Local Currency, 2010 prices, Gross Domestic Product	2009
South Sudan			FAO		%	-19.838713	Annual growth, Local Currency, 2010 prices, Gross Fixed Capital Formation	2009
South Sudan			FAO		%	43.42455	Annual growth, Local Currency, 2010 prices, Value Added (Agriculture, Forestry and Fishing)	2009
South Sudan			FAO		%	63.625921	Annual growth, Local Currency, 2010 prices, Value Added (Total Manufacturing)	2009
South Sudan			FAO		%	7.376571	Annual growth, US$, 2010 prices, Gross Domestic Product	2009
South Sudan			FAO		%	2.8516220000000003	Annual growth, US$, 2010 prices, Gross Domestic Product per capita	2009
South Sudan			FAO		%	-19.838713	Annual growth, US$, 2010 prices, Gross Fixed Capital Formation	2009
South Sudan			FAO		%	43.42455	Annual growth, US$, 2010 prices, Value Added (Agriculture, Forestry and Fishing)	2009
South Sudan			FAO		%	63.625921	Annual growth, US$, 2010 prices, Value Added (Total Manufacturing)	2009
South Sudan			FAO		tonnes	13.0	Food aid shipments, Non-Cereals	2009
South Sudan			FAO		tonnes	13.0	Food aid shipments, Sugar Total	2009
South Sudan			FAO		%	13.686399	Share of GDP in Local Currency, Gross Fixed Capital Formation	2009
South Sudan			FAO		%	5.133099	Share of GDP in Local Currency, Value Added (Agriculture, Forestry and Fishing)	2009
South Sudan			FAO		%	2.5628040000000003	Share of GDP in Local Currency, Value Added (Total Manufacturing)	2009
South Sudan			FAO		%	13.686399	Share of GDP in US$, Gross Fixed Capital Formation	2009
South Sudan			FAO		%	5.0667550000000015	Share of GDP in US$, Value Added (Agriculture)	2009
South Sudan			FAO		%	5.133099	Share of GDP in US$, Value Added (Agriculture, Forestry and Fishing)	2009
South Sudan			FAO		%	2.5628040000000003	Share of GDP in US$, Value Added (Total Manufacturing)	2009
South Sudan			FAO		%	11.32959	Share of GDP, Local Currency, 2010 prices, Gross Fixed Capital Formation	2009
South Sudan			FAO		%	5.133099	Share of GDP, Local Currency, 2010 prices, Value Added (Agriculture, Forestry and Fishing)	2009
South Sudan			FAO		%	2.5628040000000003	Share of GDP, Local Currency, 2010 prices, Value Added (Total Manufacturing)	2009
South Sudan			FAO		%	11.32959	Share of GDP, US$, 2010 prices, Gross Fixed Capital Formation	2009
South Sudan			FAO		%	5.133099	Share of GDP, US$, 2010 prices, Value Added (Agriculture, Forestry and Fishing)	2009
South Sudan			FAO		%	2.5628040000000003	Share of GDP, US$, 2010 prices, Value Added (Total Manufacturing)	2009
South Sudan			FAO		%	2.51	Share of Total, Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)	2009
South Sudan			FAO		%	5.13	Share of Total, Value Added (Agriculture, Forestry and Fishing)	2009
South Sudan			FAO		LCU	78.9118	Value Local Currency, 2010 base year, GDP Deflator	2009
South Sudan			FAO		LCU	95.3272	Value Local Currency, 2010 base year, Gross Fixed Capital Formation Deflator	2009
South Sudan			FAO		LCU	78.9118	Value Local Currency, 2010 base year, Value Added Deflator (Agriculture, forestry and fishery)	2009
South Sudan			FAO		LCU	78.9118	Value Local Currency, 2010 base year, Value Added Deflator (Manufacturing)	2009
South Sudan			FAO		millions	35710.511168	Value Local Currency, 2010 prices, Gross Domestic Product	2009
South Sudan			FAO		millions	4045.85457	Value Local Currency, 2010 prices, Gross Fixed Capital Formation	2009
South Sudan			FAO		millions	1833.055794	Value Local Currency, 2010 prices, Value Added (Agriculture, Forestry and Fishing)	2009
South Sudan			FAO		millions	915.190507	Value Local Currency, 2010 prices, Value Added (Total Manufacturing)	2009
South Sudan			FAO		millions	28179.8	Value Local Currency, Gross Domestic Product	2009
South Sudan			FAO		millions	3856.8	Value Local Currency, Gross Fixed Capital Formation	2009
South Sudan			FAO		millions	198.94284	Value Local Currency, Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)	2009
South Sudan			FAO		millions	35950.0	Value Local Currency, Gross National Income	2009
South Sudan			FAO		millions	1679.6063	Value Local Currency, Gross Output (Agriculture)	2009
South Sudan			FAO		millions	1679.6063	Value Local Currency, Gross Output (Agriculture, Forestry and Fishing)	2009
South Sudan			FAO		millions	1427.8012	Value Local Currency, Value Added (Agriculture)	2009
South Sudan			FAO		millions	1446.496955	Value Local Currency, Value Added (Agriculture, Forestry and Fishing)	2009
South Sudan			FAO		millions	722.193119	Value Local Currency, Value Added (Total Manufacturing)	2009
South Sudan			FAO		millions	10350.9747	Value US$, 2005 prices, Gross Domestic Product	2009
South Sudan			FAO		millions	1019.227857	Value US$, 2005 prices, Gross Fixed Capital Formation	2009
South Sudan			FAO		millions	52.574181	Value US$, 2005 prices, Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)	2009
South Sudan			FAO		millions	577.8675	Value US$, 2005 prices, Gross Output (Agriculture)	2009
South Sudan			FAO		millions	577.8675	Value US$, 2005 prices, Gross Output (Agriculture, Forestry and Fishing)	2009
South Sudan			FAO		millions	491.2341	Value US$, 2005 prices, Value Added (Agriculture)	2009
South Sudan			FAO		millions	491.2340860000001	Value US$, 2005 prices, Value Added (Agriculture, Forestry and Fishing)	2009
South Sudan			FAO		millions	291.772122	Value US$, 2005 prices, Value Added (Total Manufacturing)	2009
South Sudan			FAO		US$	79.065	Value US$, 2010 base year, GDP Deflator	2009
South Sudan			FAO		US$	95.5122	Value US$, 2010 base year, Gross Fixed Capital Formation Deflator	2009
South Sudan			FAO		US$	79.065	Value US$, 2010 base year, Value Added Deflator (Agriculture, forestry and fishery)	2009
South Sudan			FAO		US$	79.065	Value US$, 2010 base year, Value Added Deflator (Manufacturing)	2009
South Sudan			FAO		millions	15485.904995	Value US$, 2010 prices, Gross Domestic Product	2009
South Sudan			FAO		US$	1601.327498	Value US$, 2010 prices, Gross Domestic Product per capita	2009
South Sudan			FAO		millions	1754.489573	Value US$, 2010 prices, Gross Fixed Capital Formation	2009
South Sudan			FAO		millions	794.906792	Value US$, 2010 prices, Value Added (Agriculture, Forestry and Fishing)	2009
South Sudan			FAO		millions	396.873435	Value US$, 2010 prices, Value Added (Total Manufacturing)	2009
South Sudan			FAO		millions	12243.92434	Value US$, Gross Domestic Product	2009
South Sudan			FAO		millions	1675.752397	Value US$, Gross Fixed Capital Formation	2009
South Sudan			FAO		millions	64.247428	Value US$, Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)	2009
South Sudan			FAO		millions	15620.021435	Value US$, Gross National Income	2009
South Sudan			FAO		millions	729.7771	Value US$, Gross Output (Agriculture)	2009
South Sudan			FAO		millions	729.7771	Value US$, Gross Output (Agriculture, Forestry and Fishing)	2009
South Sudan			FAO		millions	620.3696	Value US$, Value Added (Agriculture)	2009
South Sudan			FAO		millions	628.4927240000002	Value US$, Value Added (Agriculture, Forestry and Fishing)	2009
South Sudan			FAO		millions	313.787816	Value US$, Value Added (Total Manufacturing)	2009
South Sudan			FAO		%	33.0	Value, Prevalence of anemia among women of reproductive age (15-49 years)	2009
South Sudan			FAO		index	1.47	Agriculture orientation index US$, 2005 prices, Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)	2010
South Sudan			FAO		index	0.97	Agriculture orientation index, Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)	2010
South Sudan			FAO		%	24.431685	Annual growth Local Currency, Gross Domestic Product	2010
South Sudan			FAO		%	-3.285107	Annual growth Local Currency, Gross Fixed Capital Formation	2010
South Sudan			FAO		%	25.311444	Annual growth Local Currency, Gross Output (Agriculture)	2010
South Sudan			FAO		%	25.311444	Annual growth Local Currency, Gross Output (Agriculture, Forestry and Fishing)	2010
South Sudan			FAO		%	25.307333	Annual growth Local Currency, Value Added (Agriculture)	2010
South Sudan			FAO		%	22.008118	Annual growth Local Currency, Value Added (Agriculture, Forestry and Fishing)	2010
South Sudan			FAO		%	7.453028999999999	Annual growth Local Currency, Value Added (Total Manufacturing)	2010
South Sudan			FAO		%	24.190614	Annual growth US$, Gross Domestic Product	2010
South Sudan			FAO		%	19.299014	Annual growth US$, Gross Domestic Product per capita	2010
South Sudan			FAO		%	-3.4724800000000005	Annual growth US$, Gross Fixed Capital Formation	2010
South Sudan			FAO		%	27.343907	Annual growth US$, Gross National Income	2010
South Sudan			FAO		%	25.068668	Annual growth US$, Gross Output (Agriculture)	2010
South Sudan			FAO		%	25.068668	Annual growth US$, Gross Output (Agriculture, Forestry and Fishing)	2010
South Sudan			FAO		%	25.064558	Annual growth US$, Value Added (Agriculture)	2010
South Sudan			FAO		%	21.771743	Annual growth US$, Value Added (Agriculture, Forestry and Fishing)	2010
South Sudan			FAO		%	7.244852000000002	Annual growth US$, Value Added (Total Manufacturing)	2010
South Sudan			FAO		%	-1.808742	Annual growth, Local Currency, 2010 prices, Gross Domestic Product	2010
South Sudan			FAO		%	-7.804397	Annual growth, Local Currency, 2010 prices, Gross Fixed Capital Formation	2010
South Sudan			FAO		%	-3.721222	Annual growth, Local Currency, 2010 prices, Value Added (Agriculture, Forestry and Fishing)	2010
South Sudan			FAO		%	-15.206903	Annual growth, Local Currency, 2010 prices, Value Added (Total Manufacturing)	2010
South Sudan			FAO		%	-1.808742	Annual growth, US$, 2010 prices, Gross Domestic Product	2010
South Sudan			FAO		%	-5.676284	Annual growth, US$, 2010 prices, Gross Domestic Product per capita	2010
South Sudan			FAO		%	-7.804397	Annual growth, US$, 2010 prices, Gross Fixed Capital Formation	2010
South Sudan			FAO		%	-3.721222	Annual growth, US$, 2010 prices, Value Added (Agriculture, Forestry and Fishing)	2010
South Sudan			FAO		%	-15.206903	Annual growth, US$, 2010 prices, Value Added (Total Manufacturing)	2010
South Sudan			FAO		tonnes	176.0	Food aid shipments, Cereals	2010
South Sudan			FAO		tonnes	120.0	Food aid shipments, Coarse Grains	2010
South Sudan			FAO		tonnes	21.0	Food aid shipments, Edible Fat Total	2010
South Sudan			FAO		tonnes	56.0	Food aid shipments, Non-Cereals	2010
South Sudan			FAO		tonnes	21.0	Food aid shipments, Other Non-Cereals	2010
South Sudan			FAO		tonnes	56.0	Food aid shipments, Rice Total	2010
South Sudan			FAO		tonnes	4.0	Food aid shipments, Sugar Total	2010
South Sudan			FAO		tonnes	10.0	Food aid shipments, Vegetable Oils	2010
South Sudan			FAO		%	10.637794	Share of GDP in Local Currency, Gross Fixed Capital Formation	2010
South Sudan			FAO		%	5.033121	Share of GDP in Local Currency, Value Added (Agriculture, Forestry and Fishing)	2010
South Sudan			FAO		%	2.213111	Share of GDP in Local Currency, Value Added (Total Manufacturing)	2010
South Sudan			FAO		%	10.637794	Share of GDP in US$, Gross Fixed Capital Formation	2010
South Sudan			FAO		%	5.10241	Share of GDP in US$, Value Added (Agriculture)	2010
South Sudan			FAO		%	5.033121	Share of GDP in US$, Value Added (Agriculture, Forestry and Fishing)	2010
South Sudan			FAO		%	2.213111	Share of GDP in US$, Value Added (Total Manufacturing)	2010
South Sudan			FAO		%	10.637794	Share of GDP, Local Currency, 2010 prices, Gross Fixed Capital Formation	2010
South Sudan			FAO		%	5.033121	Share of GDP, Local Currency, 2010 prices, Value Added (Agriculture, Forestry and Fishing)	2010
South Sudan			FAO		%	2.213111	Share of GDP, Local Currency, 2010 prices, Value Added (Total Manufacturing)	2010
South Sudan			FAO		%	10.637794	Share of GDP, US$, 2010 prices, Gross Fixed Capital Formation	2010
South Sudan			FAO		%	5.033121	Share of GDP, US$, 2010 prices, Value Added (Agriculture, Forestry and Fishing)	2010
South Sudan			FAO		%	2.213111	Share of GDP, US$, 2010 prices, Value Added (Total Manufacturing)	2010
South Sudan			FAO		%	2.83	Share of Total, Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)	2010
South Sudan			FAO		%	5.03	Share of Total, Value Added (Agriculture, Forestry and Fishing)	2010
South Sudan			FAO		LCU	100.0	Value Local Currency, 2010 base year, GDP Deflator	2010
South Sudan			FAO		LCU	100.0	Value Local Currency, 2010 base year, Gross Fixed Capital Formation Deflator	2010
South Sudan			FAO		LCU	100.0	Value Local Currency, 2010 base year, Value Added Deflator (Agriculture, forestry and fishery)	2010
South Sudan			FAO		LCU	100.0	Value Local Currency, 2010 base year, Value Added Deflator (Manufacturing)	2010
South Sudan			FAO		millions	35064.6	Value Local Currency, 2010 prices, Gross Domestic Product	2010
South Sudan			FAO		millions	3730.1	Value Local Currency, 2010 prices, Gross Fixed Capital Formation	2010
South Sudan			FAO		millions	1764.8437170000002	Value Local Currency, 2010 prices, Value Added (Agriculture, Forestry and Fishing)	2010
South Sudan			FAO		millions	776.018378	Value Local Currency, 2010 prices, Value Added (Total Manufacturing)	2010
South Sudan			FAO		millions	35064.6	Value Local Currency, Gross Domestic Product	2010
South Sudan			FAO		millions	3730.1	Value Local Currency, Gross Fixed Capital Formation	2010
South Sudan			FAO		millions	253.693733	Value Local Currency, Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)	2010
South Sudan			FAO		millions	45869.0	Value Local Currency, Gross National Income	2010
South Sudan			FAO		millions	2104.7389	Value Local Currency, Gross Output (Agriculture)	2010
South Sudan			FAO		millions	2104.7389	Value Local Currency, Gross Output (Agriculture, Forestry and Fishing)	2010
South Sudan			FAO		millions	1789.1396	Value Local Currency, Value Added (Agriculture)	2010
South Sudan			FAO		millions	1764.8437170000002	Value Local Currency, Value Added (Agriculture, Forestry and Fishing)	2010
South Sudan			FAO		millions	776.018378	Value Local Currency, Value Added (Total Manufacturing)	2010
South Sudan			FAO		millions	10919.51954	Value US$, 2005 prices, Gross Domestic Product	2010
South Sudan			FAO		millions	960.903965	Value US$, 2005 prices, Gross Fixed Capital Formation	2010
South Sudan			FAO		millions	65.353542	Value US$, 2005 prices, Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)	2010
South Sudan			FAO		millions	595.3598	Value US$, 2005 prices, Gross Output (Agriculture)	2010
South Sudan			FAO		millions	595.3598	Value US$, 2005 prices, Gross Output (Agriculture, Forestry and Fishing)	2010
South Sudan			FAO		millions	506.0874	Value US$, 2005 prices, Value Added (Agriculture)	2010
South Sudan			FAO		millions	506.087405	Value US$, 2005 prices, Value Added (Agriculture, Forestry and Fishing)	2010
South Sudan			FAO		millions	264.734821	Value US$, 2005 prices, Value Added (Total Manufacturing)	2010
South Sudan			FAO		US$	100.0	Value US$, 2010 base year, GDP Deflator	2010
South Sudan			FAO		US$	100.0	Value US$, 2010 base year, Gross Fixed Capital Formation Deflator	2010
South Sudan			FAO		US$	100.0	Value US$, 2010 base year, Value Added Deflator (Agriculture, forestry and fishery)	2010
South Sudan			FAO		US$	100.0	Value US$, 2010 base year, Value Added Deflator (Manufacturing)	2010
South Sudan			FAO		millions	15205.80486	Value US$, 2010 prices, Gross Domestic Product	2010
South Sudan			FAO		US$	1510.431594	Value US$, 2010 prices, Gross Domestic Product per capita	2010
South Sudan			FAO		millions	1617.562234	Value US$, 2010 prices, Gross Fixed Capital Formation	2010
South Sudan			FAO		millions	765.326545	Value US$, 2010 prices, Value Added (Agriculture, Forestry and Fishing)	2010
South Sudan			FAO		millions	336.521279	Value US$, 2010 prices, Value Added (Total Manufacturing)	2010
South Sudan			FAO		millions	15205.80486	Value US$, Gross Domestic Product	2010
South Sudan			FAO		millions	1617.562234	Value US$, Gross Fixed Capital Formation	2010
South Sudan			FAO		millions	77.933893	Value US$, Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)	2010
South Sudan			FAO		millions	19891.145575	Value US$, Gross National Income	2010
South Sudan			FAO		millions	912.7225	Value US$, Gross Output (Agriculture)	2010
South Sudan			FAO		millions	912.7225	Value US$, Gross Output (Agriculture, Forestry and Fishing)	2010
South Sudan			FAO		millions	775.8625	Value US$, Value Added (Agriculture)	2010
South Sudan			FAO		millions	765.326545	Value US$, Value Added (Agriculture, Forestry and Fishing)	2010
South Sudan			FAO		millions	336.521279	Value US$, Value Added (Total Manufacturing)	2010
South Sudan			FAO		I$ per person	145.0	Value, Average value of food production (constant 2004-2006 I$/cap) (3-year average)	2010
South Sudan			FAO		%	22.7	Value, Percentage of children under 5 years affected by wasting (percent)	2010
South Sudan			FAO		%	6.0	Value, Percentage of children under 5 years of age who are overweight (percent)	2010
South Sudan			FAO		%	31.1	Value, Percentage of children under 5 years of age who are stunted (percent)	2010
South Sudan			FAO		%	32.6	Value, Prevalence of anemia among women of reproductive age (15-49 years)	2010
South Sudan			FAO		%	44.5	Value, Prevalence of exclusive breastfeeding among infants 0-5 months of age	2010
South Sudan			FAO		index	1.67	Agriculture orientation index US$, 2005 prices, Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)	2011
South Sudan			FAO		index	0.61	Agriculture orientation index, DFA Commitment to Agriculture, Forestry and Fishing	2011
South Sudan			FAO		index	1.085	Agriculture orientation index, Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)	2011
South Sudan			FAO		%	51.637264	Annual growth Local Currency, Gross Domestic Product	2011
South Sudan			FAO		%	35.53792100000001	Annual growth Local Currency, Gross Fixed Capital Formation	2011
South Sudan			FAO		%	35.396203	Annual growth Local Currency, Value Added (Agriculture, Forestry and Fishing)	2011
South Sudan			FAO		%	90.396336	Annual growth Local Currency, Value Added (Total Manufacturing)	2011
South Sudan			FAO		%	16.989468	Annual growth US$, Gross Domestic Product	2011
South Sudan			FAO		%	12.716198	Annual growth US$, Gross Domestic Product per capita	2011
South Sudan			FAO		%	4.5686849999999986	Annual growth US$, Gross Fixed Capital Formation	2011
South Sudan			FAO		%	21.393746	Annual growth US$, Gross National Income	2011
South Sudan			FAO		%	4.459348	Annual growth US$, Value Added (Agriculture, Forestry and Fishing)	2011
South Sudan			FAO		%	46.892429	Annual growth US$, Value Added (Total Manufacturing)	2011
South Sudan			FAO		%	1.856517	Annual growth, Local Currency, 2010 prices, Gross Domestic Product	2011
South Sudan			FAO		%	3.88942	Annual growth, Local Currency, 2010 prices, Gross Fixed Capital Formation	2011
South Sudan			FAO		%	-9.052793	Annual growth, Local Currency, 2010 prices, Value Added (Agriculture, Forestry and Fishing)	2011
South Sudan			FAO		%	27.891437	Annual growth, Local Currency, 2010 prices, Value Added (Total Manufacturing)	2011
South Sudan			FAO		%	1.856517	Annual growth, US$, 2010 prices, Gross Domestic Product	2011
South Sudan			FAO		%	-1.863992	Annual growth, US$, 2010 prices, Gross Domestic Product per capita	2011
South Sudan			FAO		%	3.88942	Annual growth, US$, 2010 prices, Gross Fixed Capital Formation	2011
South Sudan			FAO		%	-9.052793	Annual growth, US$, 2010 prices, Value Added (Agriculture, Forestry and Fishing)	2011
South Sudan			FAO		%	27.891437	Annual growth, US$, 2010 prices, Value Added (Total Manufacturing)	2011
South Sudan			FAO		1000 ha	28533.2	Area, Agricultural land	2011
South Sudan			FAO		1000 ha	28533.2	Area, Agriculture	2011
South Sudan			FAO		1000 ha	2760.0	Area, Cropland	2011
South Sudan			FAO		1000 ha	7157.0	Area, Forest land	2011
